title,appln_auth,appln_nr,appln_kind,appln_filing_date,appln_filing_year,appln_nr_original,ipr_type
Self-positioning temporomandibular joint prosthesis,CN,202022123398,U ,2020-09-24 00:00:00,2020.0,202022123398,UM
"Massage instrument control system, method and device, wearable equipment and storage medium",CN,202010384600,A ,2020-05-08 00:00:00,2020.0,202010384600,PI
Magnetic resonance image reconstruction method based on cascaded parallel convolutional network,CN,202010792387,A ,2020-08-09 00:00:00,2020.0,202010792387,PI
Artificial tooth base station,CN,201721923183,U ,2017-12-29 00:00:00,2017.0,201721923183,UM
CoFe prussian blue analogue modified electrode and application in simultaneous determination of contents of dopamine and 5-hydroxytryptamine,CN,201911320532,A ,2019-12-19 00:00:00,2019.0,201911320532,PI
Application of miR-132-5p to preparation of nerve regeneration drugs or materials,CN,202010919978,A ,2020-09-04 00:00:00,2020.0,202010919978,PI
SCAFFOLDS FABRICATED FROM ELECTROSPUN DECELLULARIZED EXTRACELLULAR MATRIX,WO,2017050428,W ,2017-04-06 00:00:00,2017.0,IL2017/050428,PI
Ginkgo leaf total flavones and preparing method thereof,CN,201510019560,A ,2015-01-13 00:00:00,2015.0,2015100195606,PI
Traditional Chinese medicinal composition for treating angina pectoris of coronary heart disease and preparation method thereof,CN,201810259226,A ,2018-03-27 00:00:00,2018.0,201810259226,PI
Microalgae culture water treatment and recovery device,CN,201920128250,U ,2019-01-25 00:00:00,2019.0,201920128250,UM
SYSTEM AND METHOD FOR IDENTIFICATION OF PROTEASE SUBSTRATES,CA,3006617,A ,2016-11-29 00:00:00,2016.0,3006617,PI
GENETICALLY STABLE LIVE ATTENUATED RESPIRATORY SYNCYTIAL VIRUS VACCINE AND ITS PRODUCTION,US,202117224819,A ,2021-04-07 00:00:00,2021.0,17224819,PI
"METHOD FOR PRETREATING SEWAGE SLUDGE USING MIXED ENZYME, AND METHOD FOR TREATING SEWAGE SLUDGE USING ANAEROBIC DIGESTION",WO,2019011039,W ,2019-08-29 00:00:00,2019.0,KR2019/011039,PI
Prostate crushed tissue collector for prostatic enucleation,CN,202110491764,A ,2021-05-06 00:00:00,2021.0,202110491764,PI
Rehabilitation trainer for lower limbs,CN,201510016404,A ,2015-01-13 00:00:00,2015.0,2015100164044,PI
A NOVEL COMPLEX OF HUMAN KALLIKREIN 2 (hK2) AND PROTEASE INHIBITOR-6 (PI-6) IN PROSTATE TUMOR TISSUE AND METHODS OF USING THE COMPLEX,EP,00905737,A ,2000-01-26 00:00:00,2000.0,00905737,PI
Preparation method of tubular porous bacterial cellulose,CN,201210575539,A ,2012-12-26 00:00:00,2012.0,2012105755390,PI
Nursing bed for rapid rehabilitation,CN,202121053468,U ,2021-05-17 00:00:00,2021.0,202121053468,UM
Dialysis patient trousers,CN,201920418072,U ,2019-03-29 00:00:00,2019.0,201920418072,UM
Constant-temperature incubator,CN,201821713688,U ,2018-10-22 00:00:00,2018.0,201821713688,UM
Doctor-patient management system and method based on WeChat applet,CN,201910016099,A ,2019-01-08 00:00:00,2019.0,201910016099,PI
Glass surface grafting method for protein crystallization,CN,201310176188,A ,2013-05-14 00:00:00,2013.0,2013101761880,PI
Rehabilitation device for limb injury,CN,201610441983,A ,2016-06-20 00:00:00,2016.0,201610441983,PI
Analyzing method for bacterial community structures of rhizosphere soil of peanuts in different growth periods,CN,201310351646,A ,2013-08-13 00:00:00,2013.0,201310351646X,PI
"OPTICAL MODULE, ELECTRONIC DEVICE, AND BIOLOGICAL CHARACTERISTIC DATA DETECTION METHOD",WO,2021089115,W ,2021-04-23 00:00:00,2021.0,,PI
Primer and method for detecting tobacco mosaic virus LAMP,CN,201510363886,A ,2015-06-25 00:00:00,2015.0,2015103638860,PI
Biomarkers for the prognosis of ischemic stroke,EP,12382411,A ,2012-10-24 00:00:00,2012.0,12382411,PI
Ultrasonic CT Apparatus,US,201715832232,A ,2017-12-05 00:00:00,2017.0,15832232,PI
"WATER-SOLUBLE, NON-AGGREGATED SILICON PHTALGCYANINE COMPOUND HAVING IN VITRO ANTICANCER EFFECT AGAINST CANCER TYPES OF LUNG, LIVER, BREST AND MELANOMA",EP,19836619,A ,2019-07-11 00:00:00,2019.0,19836619,PI
Epithelial quantitation of histologically normal prostate tissue predicts the presence of cancer in tissue biopsies,US,201715812015,A ,2017-11-14 00:00:00,2017.0,15812015,PI
Quick acquisition and optimization method for exposal parameters in cone bundle CT scanning,CN,200810017369,A ,2008-01-22 00:00:00,2008.0,A2008100173698,PI
Method and device for detecting fatigue driving,CN,200910110369,A ,2009-10-30 00:00:00,2009.0,2009101103697,PI
Novel directional electric bone drill,CN,201320318990,U ,2013-06-05 00:00:00,2013.0,2013203189904,UM
Table-type ultraviolet sterilization apparatus,CN,202010464349,A ,2020-05-27 00:00:00,2020.0,202010464349,PI
Uterine -distention liquid collection device,CN,201721813679,U ,2017-12-22 00:00:00,2017.0,201721813679,UM
A GENE ENCODING A MULTIDRUG RESISTANCE HUMAN P-GLYCOPROTEIN HOMOLOGUE ON CHROMOSOME 7p15-21 AND USES THEREOF,EP,01941884,A ,2001-06-05 00:00:00,2001.0,01941884,PI
Mattress for operation sickbed,CN,202020224779,U ,2020-02-28 00:00:00,2020.0,202020224779,UM
Infusion support for general nursing,CN,202120962387,U ,2021-05-07 00:00:00,2021.0,202120962387,UM
LIGANDS FOR ALPHA-7 NICOTINIC ACETYLCHOLINE RECEPTORS AND METHODS OF TREATING NEUROLOGICAL AND INFLAMMATORY CONDITIONS,WO,2015041822,W ,2015-07-23 00:00:00,2015.0,US2015/041822,PI
Injection type nerve stimulator with power supplied by radio frequency energy,CN,201510020720,A ,2015-01-16 00:00:00,2015.0,2015100207209,PI
Botrytis cinerea toxin extraction and purification method,CN,201210234376,A ,2012-07-09 00:00:00,2012.0,201210234376X,PI
Composition containing anti-oxidative peptides,KR,20130059942,A ,2013-05-27 00:00:00,2013.0,1020130059942,PI
NOVEL PROSTAGLANDIN DERIVATIVE,JP,3298782,A ,1982-03-04 00:00:00,1982.0,57032987,PI
Traditional Chinese medicine for treating wind-cold type upper respiratory infection,CN,201510197459,A ,2015-04-24 00:00:00,2015.0,201510197459X,PI
"METHOD FOR PREPARING HUMAN EMBRYONIC STEM CELL-DERIVED PERIVASCULAR PROGENITOR CELLS, AND COMPOSITION FOR CELL THERAPY CONTAINING SAME",WO,2012000769,W ,2012-01-31 00:00:00,2012.0,KR2012/000769,PI
Baby diaper fixing pocket,CN,201920225317,U ,2019-02-22 00:00:00,2019.0,201920225317,UM
ELECTROPORATION WITH COOLING,US,202016897886,A ,2020-06-10 00:00:00,2020.0,16897886,PI
Bioluminescent probe for immunoblotting analysis and application thereof,CN,201810676929,A ,2018-06-27 00:00:00,2018.0,201810676929,PI
Traditional Chinese medicine preparation for treating infantile asthma,CN,201310377371,A ,2013-08-19 00:00:00,2013.0,2013103773717,PI
Self-adaptive headgear device for electroencephalogram reading,CN,202021382114,U ,2020-07-13 00:00:00,2020.0,202021382114,UM
Pleuroperitoneal effusion tumor removal and drainage device,CN,201821107745,U ,2018-07-13 00:00:00,2018.0,,UM
Auxiliary device for intravenous injection on tail of mouse,CN,201020285500,U ,2010-08-09 00:00:00,2010.0,2010202855001,UM
"PROBES AND PRIMERS FOR THE RAPID AND RELIABLE QUANTIFICATION OF THE GENES SPECIFIC TO PROSTATE CANCER, USING SUITABLE REFERENCE GENES",WO,2015000022,W ,2015-12-16 00:00:00,2015.0,MA2015/000022,PI
A dapoxetine hydrochloride sustained release preparation,CN,201610492468,A ,2016-06-29 00:00:00,2016.0,201610492468,PI
Method for constructing wet land park type ecological water purification system,CN,201610180888,A ,2016-03-28 00:00:00,2016.0,2016101808880,PI
Preparation method of redox probe for marking CRP (C-Reactive Protein) impedance immunosensor,CN,201210467683,A ,2012-11-19 00:00:00,2012.0,2012104676832,PI
Injectable hydrogel capable of promoting bone regeneration and preparation method thereof,CN,202010017217,A ,2020-01-08 00:00:00,2020.0,202010017217,PI
Head and neck fixing device,CN,201922082575,U ,2019-11-27 00:00:00,2019.0,201922082575,UM
Method for improving quality of biodiesel,CN,201610527969,A ,2016-07-06 00:00:00,2016.0,201610527969,PI
GLYCOPEPTIDE ANTIBIOTIC DIMER DERIVATIVES,WO,2005021564,W ,2005-11-24 00:00:00,2005.0,JP2005/021564,PI
Self -adaptation thrombus filter equipment,CN,201620569130,U ,2016-06-13 00:00:00,2016.0,201620569130,UM
Stomach tube with air bag and filtering function,CN,201920989559,U ,2019-06-26 00:00:00,2019.0,201920989559,UM
Application of ZSWIM1 protein in regulation and control of lung adenocarcinoma cell proliferation and metastasis,CN,202111485057,A ,2021-12-07 00:00:00,2021.0,202111485057,PI
Microfluidic chip based on micro liquid drops and detection system,CN,201810265745,A ,2018-03-28 00:00:00,2018.0,201810265745,PI
Soluble micro-needle for treating psoriatic arthritis,CN,201811590175,A ,2018-12-25 00:00:00,2018.0,201811590175,PI
Kit for detecting carcinoembryonic antigen based on antibody functionalized magnetic nanometer material and up-conversion fluorescence nanometer material,CN,201210062667,A ,2012-03-04 00:00:00,2012.0,2012100626675,PI
Sealing structure of methane tank,CN,201210329770,A ,2012-09-07 00:00:00,2012.0,2012103297701,PI
Method and device for sensing psychological stress problems,CN,201811519265,A ,2018-12-12 00:00:00,2018.0,201811519265,PI
Synergistic Anti-Inflammatory Pharmaceutical Compositions and Methods of Use,US,59030105,A ,2005-02-26 00:00:00,2005.0,10590301,PI
METHOD FOR DETECTING CELLS,CN,202080011888,A ,2020-01-31 00:00:00,2020.0,202080011888,PI
Otoscope possessing video function,CN,201020676268,U ,2010-12-23 00:00:00,2010.0,2010206762684,UM
SCHISTOSOMA HAEMATOBIUM RECOMBINANT FUSION PROTEIN SHSAP AND APPLICATION THEREOF IN IMMUNODIAGNOSIS OF SCHISTOSOMIASIS,WO,2020082338,W ,2020-03-31 00:00:00,2020.0,CN2020/082338,PI
Hierarchical medical data processing and exchanging system and method based on resource object modeling,CN,202111257210,A ,2021-10-27 00:00:00,2021.0,202111257210,PI
"Cosmetic composition for removing acnes, preparation and preparation method thereof",CN,200910244364,A ,2009-12-29 00:00:00,2009.0,200910244364,PI
TASTE RECEPTORS OF THE T1R FAMILY FROM DOMESTIC DOG,EP,05780024,A ,2005-04-14 00:00:00,2005.0,05780024,PI
Expression and preparation methods for bivalent bispecific antibody and hybrid protein,CN,201610100217,A ,2016-02-23 00:00:00,2016.0,201610100217,PI
Preparation method of Dictyophora indusiata volva polysaccharide with antioxidant activity,CN,202010857452,A ,2020-08-24 00:00:00,2020.0,202010857452,PI
"Photo-cross-linking porous hydrogel based on two water-phase immiscible emulsions, preparation method and applications thereof",CN,201911408829,A ,2019-12-31 00:00:00,2019.0,201911408829,PI
Anorectal operation support,CN,201320057700,U ,2013-02-01 00:00:00,2013.0,2013200577005,UM
Preparation method of capsule material,CN,201611071995,A ,2016-11-29 00:00:00,2016.0,201611071995,PI
"Sleep state recognition method and device, electronic device and storage medium",CN,202110953665,A ,2021-08-19 00:00:00,2021.0,202110953665,PI
Multifunctional aspirator,CN,202120502057,U ,2021-03-09 00:00:00,2021.0,202120502057,UM
MRI IMAGE RECONSTRUCTION USING MACHINE LEARNING,US,202016897571,A ,2020-06-10 00:00:00,2020.0,16897571,PI
COMPOSITION FOR PHARMACEUTICAL OR DIETETIC USE FOR COMBATING HAIR LOSS,EP,03734680,A ,2003-01-17 00:00:00,2003.0,03734680,PI
Endothelin in the Diagnosis of Cardiac Disease,US,201414161420,A ,2014-01-22 00:00:00,2014.0,14161420,PI
"MODIFIED RECOMBINANT VACCINIA VIRUSES, USES THEREOF",EP,04816752,A ,2004-06-18 00:00:00,2004.0,04816752,PI
Traditional Chinese medicine drying and sterilizing device,CN,201920488120,U ,2019-04-11 00:00:00,2019.0,201920488120,UM
Tooth implant and tooth implant offset degree test system,CN,201610637576,A ,2016-08-05 00:00:00,2016.0,201610637576,PI
Fermented traditional Chinese medicine for improving qi and blood of laying fowls and preparation method of fermented traditional Chinese medicine,CN,202011307373,A ,2020-11-22 00:00:00,2020.0,202011307373,PI
Denoising method and denoising system for magnetic resonance diffusion tensor imaging,CN,201410816610,A ,2014-12-23 00:00:00,2014.0,2014108166109,PI
Visible blindman guiding method and intelligent blindman guiding device thereof,CN,201110155763,A ,2011-06-10 00:00:00,2011.0,201110155763X,PI
Universal nail feeding device,CN,201721631604,U ,2017-11-29 00:00:00,2017.0,201721631604,UM
Traditional Chinese medicine for treating mammary gland hyperplasia,CN,201110194477,A ,2011-07-12 00:00:00,2011.0,2011101944774,PI
"DEVICES, SYSTEMS, AND METHODS FOR VISUALIZING AND MANIPULATING TISSUE",WO,2013029780,W ,2013-03-08 00:00:00,2013.0,US2013/029780,PI
Isolorydine clathrate and preparation method thereof,CN,201610058893,A ,2016-01-28 00:00:00,2016.0,201610058893,PI
Traditional Chinese medicine ointment for treating rheumatism diseases,CN,200810197199,A ,2008-10-08 00:00:00,2008.0,A2008101971996,PI
Magnetic-mixing fermentation tank,CN,201220012847,U ,2012-01-12 00:00:00,2012.0,2012200128478,UM
Method for preparing levulinic acid from steam explosion produced straw short fiber by adding polymerization inhibitor and performing solid acid catalysis,CN,201110362743,A ,2011-11-16 00:00:00,2011.0,201110362743X,PI
Ostomy bag base plate,CN,201920542848,U ,2019-04-19 00:00:00,2019.0,201920542848,UM
Novel laser treatment head for difficult vitiligo,CN,202122041724,U ,2021-08-27 00:00:00,2021.0,202122041724,UM
SYSTEMS AND METHODS FOR ANKLE SYNDESMOSIS REPAIR,WO,2020034715,W ,2020-05-27 00:00:00,2020.0,US2020/034715,PI
Method for in vitro proliferation of chondrocytes,CN,201910036568,A ,2019-01-15 00:00:00,2019.0,201910036568,PI
Antibodies to human IL-8 type A receptor,US,7609393,A ,1993-06-11 00:00:00,1993.0,076093,PI
Tissue repair device and method for using the same,TW,110115426,A ,2021-04-28 00:00:00,2021.0,110115426,PI
Olfaction stimulus device for PD (Parkinson's Disease) patient magnetic resonance detection,CN,201320460699,U ,2013-07-31 00:00:00,2013.0,2013204606990,UM
Cell resource storage service method,CN,201710224615,A ,2017-04-07 00:00:00,2017.0,201710224615,PI
Method and instrument for detecting biomolecular interactions,US,60579806,A ,2006-11-28 00:00:00,2006.0,11605798,PI
Method for designing femoral stem prosthesis,CN,201911069672,A ,2019-11-05 00:00:00,2019.0,201911069672,PI
FMCW broadband life detection radar breathing and heartbeat signal extraction algorithm,CN,201611185833,A ,2016-12-20 00:00:00,2016.0,201611185833,PI
Manufacturing method of individualized prosthesis with porous structure,CN,201710710817,A ,2017-08-18 00:00:00,2017.0,201710710817,PI
MLPA detection kit for detection of pathogenic nucleic acids of porcine viral reproductive disorder syndrome,CN,201811091220,A ,2018-09-19 00:00:00,2018.0,201811091220,PI
Special coil for high-definition scanning of magnetic resonance rectum,CN,202121076756,U ,2021-05-19 00:00:00,2021.0,202121076756,UM
Novel tissue sampling bag,CN,201721430358,U ,2017-10-31 00:00:00,2017.0,201721430358,UM
Fetus electrocardio acquisition system based on LABVIEW platform,CN,201310148130,A ,2013-04-26 00:00:00,2013.0,2013101481305,PI
PHOTOACOUSTIC IMAGING FOR NONINVASIVE PERIODONTAL PROBING DEPTH MEASUREMENTS,US,201816635115,A ,2018-09-21 00:00:00,2018.0,16635115,PI
Culture method for tissue culture seedlings of nitraria tangutorum,CN,201310697008,A ,2013-12-18 00:00:00,2013.0,2013106970083,PI
Sick clothing of electrocardio guardianship formula based on wireless transmission,CN,201721927390,U ,2017-12-19 00:00:00,2017.0,201721927390,UM
"ANTI-HUMAN SPERM ANTIBODY, AND ITS PRODUCTION AND USE",US,49327990,A ,1990-03-14 00:00:00,1990.0,493279,PI
Macrocyclic tetraaminemonoamide-triacetate difluoromethylphenyl saccharide as ligands for bioactivated paramagnetic metal complexes,TW,95130561,A ,2006-08-18 00:00:00,2006.0,095130561,PI
Maize bZIP transcription factors and genes encoding the same and use thereof,US,4625505,A ,2005-01-28 00:00:00,2005.0,11046255,PI
Body-building massage chair,CN,201911081995,A ,2019-11-07 00:00:00,2019.0,201911081995,PI
NEUTRALIZING ANTIBODIES AND FRAGMENTS THEREOF DIRECTED AGAINST PLATELET FACTOR-4 VARIANT 1 (PF4V1),WO,2009063005,W ,2009-10-07 00:00:00,2009.0,EP2009/063005,PI
INHIBITORS OF CORONAVIRUS PROTEASE AND METHODS OF USE THEREOF,WO,2004038391,W ,2004-11-01 00:00:00,2004.0,US2004038391,PI
Targeting chimeric hepatitis B core antigen therapeutic vaccine and uses thereof,CN,201210185406,A ,2012-06-07 00:00:00,2012.0,2012101854062,PI
Combined material cranium bone traction bow with can dismantle measuring pendant,CN,201520810775,U ,2015-10-19 00:00:00,2015.0,2015208107755,UM
Method for brewing multi-strain fermented jujube wine,CN,201010502869,A ,2010-09-30 00:00:00,2010.0,2010105028698,PI
"DIAMINO-PYRIDINE, PYRIMIDINE, AND PYRIDAZINE MODULATORS OF THE HISTAMINE HRECEPTOR",EA,201170005,A ,2009-06-11 00:00:00,2009.0,201170005,PI
"Mouse RANKL mutant expression vector, and construction, expression and application thereof",CN,201410149498,A ,2014-04-14 00:00:00,2014.0,2014101494988,PI
Staggered circulating flow biofilm carrier,CN,200920100939,U ,2009-09-23 00:00:00,2009.0,200920100939X,UM
Clinical sampling device for digestive department,CN,202121168795,U ,2021-05-27 00:00:00,2021.0,202121168795,UM
Nitrification microbial fuel cell,CN,201220403849,U ,2012-08-15 00:00:00,2012.0,201220403849X,UM
Low-toxicity biomimetic nano system for improving curative effect of pancreatic cancer and preparation method of low-toxicity biomimetic nano system,CN,201811155725,A ,2018-09-30 00:00:00,2018.0,201811155725,PI
"Abdominal blood vessel dynamic radiography 2D modeling method, 3D modeling method and detection system",CN,202110210700,A ,2021-02-25 00:00:00,2021.0,202110210700,PI
"Novel prokaryotic polynucleotides, polypeptides and their uses",US,93998001,A ,2001-08-27 00:00:00,2001.0,09939980,PI
"COMPOSITIONS FOR THE TREATMENT OF ATOPIC DERMATITIS, SKIN ALLERGIC CONDITIONS AND ACNE",WO,2004012608,W ,2004-11-08 00:00:00,2004.0,EP2004012608,PI
HETEROCYCLIC .BETA.-ADRENERGIC AGONISTS,CA,2201988,A ,1997-04-07 00:00:00,1997.0,002201988,PI
Pediatric nursing infusion apparatus,CN,202022372996,U ,2020-10-22 00:00:00,2020.0,202022372996,UM
Preparation of low-crystalline nano hydroxyapatite through membrane modulation and mineralization method,CN,201210402691,A ,2012-10-22 00:00:00,2012.0,2012104026919,PI
METHOD FOR GENERATING INSERTION TRAJECTORY OF SURGICAL NEEDLE,WO,2014012761,W ,2014-12-23 00:00:00,2014.0,KR2014/012761,PI
Tea formula for reducing dampness and study thereof on preparation method,CN,201910649014,A ,2019-07-14 00:00:00,2019.0,,PI
Method for using three points to define a 2D MR imaging section,US,20016598,A ,1998-11-25 00:00:00,1998.0,09200165,PI
Regenerated plant in-vitro culture method for Sirindhorn michelia figo,CN,201410041803,A ,2014-01-28 00:00:00,2014.0,2014100418031,PI
Aromatic phenol quaternary ammonium salt antibacterial peptide simulant with antibacterial activity and preparation method thereof,CN,201810486058,A ,2018-05-21 00:00:00,2018.0,201810486058,PI
Handheld wireless examination instrument for obstetrics and gynecology department,CN,202023021363,U ,2020-12-15 00:00:00,2020.0,202023021363,UM
Neck fixing device capable of preventing pressure injury,CN,202021846666,U ,2020-08-28 00:00:00,2020.0,202021846666,UM
Preparation method of tiny proton pump inhibitor enteric-coated pellet,CN,201510981087,A ,2015-12-24 00:00:00,2015.0,201510981087X,PI
ELECTRODE SYSTEMS FOR ELECTROCHEMICAL SENSORS,US,201314014216,A ,2013-08-29 00:00:00,2013.0,14014216,PI
Clipping applying pliers of vascular clip for blocking blood vessel at narrow parts,CN,201020657015,U ,2010-12-13 00:00:00,2010.0,2010206570152,UM
Multifunctional core-shell dendrimer copper complex as well as preparation and application thereof,CN,202110468062,A ,2021-04-28 00:00:00,2021.0,202110468062,PI
HEPATOCELLULAR CANCER-ASSOCIATED GENE,WO,2004012425,W ,2004-08-23 00:00:00,2004.0,JP2004012425,PI
Endocrine sample extraction device,CN,202122327877,U ,2021-09-24 00:00:00,2021.0,202122327877,UM
PRODUCER CELLS FOR REPLICATION SELECTIVE VIRUSES IN THE TREATMENT OF MALIGNANCY,EP,99911363,A ,1999-03-12 00:00:00,1999.0,99911363,PI
Scalpel for neurology department,CN,202020802764,U ,2020-05-14 00:00:00,2020.0,202020802764,UM
METHOD FOR INDUCING DIFFERENTIATION OF STEM CELL INTO INTESTINAL STRUCTURE,JP,2017102413,A ,2017-05-24 00:00:00,2017.0,2017102413,PI
Omega-3 fish oil middle-long chain fat emulsion injection pharmaceutical composition and preparation method thereof,CN,201410808096,A ,2014-12-22 00:00:00,2014.0,201410808096,PI
GENOMIC REARRANGEMENTS ASSOCIATED WITH PROSTATE CANCER AND METHODS OF USING THE SAME,EP,14877000,A ,2014-12-30 00:00:00,2014.0,14877000,PI
Portable stomach tube installation package,CN,202120728644,U ,2021-04-09 00:00:00,2021.0,202120728644,UM
Warm-keeping acupuncture and moxibustion cabin,CN,202110273301,A ,2021-03-12 00:00:00,2021.0,202110273301,PI
Multifunctional physical exercise equipment,CN,202010881660,A ,2020-08-27 00:00:00,2020.0,202010881660,PI
Transfusion monitoring device based on video images,CN,201310088858,A ,2013-03-19 00:00:00,2013.0,2013100888583,PI
METHOD FOR INSPECTING FUNCTION OF LYMPHOCYTE,JP,1680789,A ,1989-01-25 00:00:00,1989.0,1016807,PI
"Diagnostic marker, kit and screening method for brain glioma diagnosis and construction method of brain glioma diagnosis model",CN,202011024473,A ,2020-09-25 00:00:00,2020.0,202011024473,PI
Method for preparing corn peptide through enzyme membrane coupling under synchronous triple-frequency ultrasonic field,CN,202010077997,A ,2020-02-02 00:00:00,2020.0,202010077997,PI
Method of inducing the differentiation of stem cells into myocardial cells,CN,200480028917,A ,2004-10-04 00:00:00,2004.0,A2004800289177,PI
USE OF NANOPARTICLES FOR THE TREATMENT OF CANCER,US,201113101960,A ,2011-05-05 00:00:00,2011.0,13101960,PI
Young pig islet cell culture medium and application method thereof,CN,201910194216,A ,2019-03-14 00:00:00,2019.0,201910194216,PI
"HCV Combination Therapies Comprising Pegylated Interferon, Ribavirin and Telaprevir",US,201113207773,A ,2011-08-11 00:00:00,2011.0,13207773,PI
Flexible ureteroscope leading-in sheath with real-time pressure displaying and sucking capabilities,CN,201510285681,A ,2015-05-29 00:00:00,2015.0,2015102856815,PI
Novel magnolol anti-rhinitis and anti-allergy composition,CN,201510068102,A ,2015-02-02 00:00:00,2015.0,201510068102,PI
Central oxygen supply air purifying air conditioner,CN,201520714090,U ,2015-09-15 00:00:00,2015.0,2015207140900,UM
Mutation breeding method for obtaining salt-tolerant aspergillus oryzae,CN,201610915384,A ,2016-10-21 00:00:00,2016.0,201610915384,PI
Recombinant human papilloma virus 16L1 protein and its use,CN,201310696233,A ,2013-12-18 00:00:00,2013.0,2013106962335,PI
Semaphorin 7A plays a critical role in TGF-beta1-induced pulmonary fibrosis and alveolar destruction,US,60419209,A ,2009-10-22 00:00:00,2009.0,12604192,PI
Virtual screening method for JAK2 kinase inhibitor and medicine lead compound,CN,201610990888,A ,2016-11-10 00:00:00,2016.0,201610990888,PI
"Biocompatible gold nanoparticle with anti-cancer efficacy, and the preparation method thereof",KR,20130081083,A ,2013-07-10 00:00:00,2013.0,1020130081083,PI
Personnel physiological index detection method and system based on small base station,CN,202011177281,A ,2020-10-29 00:00:00,2020.0,202011177281,PI
Biocatalytic processes for the preparation of substantially stereomerically pure fused bicyclic proline compounds,CN,201210113085,A ,2009-06-23 00:00:00,2009.0,2012101130855,PI
Eggplant seed production processing device,CN,202022775267,U ,2020-11-26 00:00:00,2020.0,202022775267,UM
Method for rapidly propagating dendrobium chrysotoxumLindl. seeds by tissue culture,CN,201410674752,A ,2014-11-21 00:00:00,2014.0,2014106747526,PI
Skin care composition with acne removing effect and preparation method thereof,CN,201510621376,A ,2015-09-25 00:00:00,2015.0,2015106213769,PI
Biomarker and application thereof,CN,201910509578,A ,2019-06-13 00:00:00,2019.0,201910509578,PI
Flexible sensor of intelligent clothing and flexible sensor module,CN,201521002305,U ,2015-12-07 00:00:00,2015.0,2015210023052,UM
Antimicrobial-free additive for preventing and controlling piglet diarrhea and preparation method thereof,CN,201611264911,A ,2016-12-30 00:00:00,2016.0,201611264911,PI
Nuclear medicine nursing medicine rack,CN,201921819343,U ,2019-10-24 00:00:00,2019.0,201921819343,UM
Automatic first-aid gastric lavage machine,CN,200920239817,U ,2009-10-14 00:00:00,2009.0,2009202398179,UM
Simple and practical small-animal dissecting table,CN,201320571326,U ,2013-09-16 00:00:00,2013.0,2013205713260,UM
THYROID CANCER DIAGNOSTICS,WO,2013050686,W ,2013-09-06 00:00:00,2013.0,CA2013/050686,PI
Nucleosides with anti-hepatitis B virus activity,US,87985401,A ,2001-06-12 00:00:00,2001.0,09879854,PI
Rotatable and repeatable opened-closed connected double-endoscope clamp,CN,201810427023,A ,2018-05-07 00:00:00,2018.0,201810427023,PI
Inside air purification device of air conditioner,CN,201621292380,U ,2016-11-29 00:00:00,2016.0,201621292380,UM
Method and system for calculating chimeric ratio of mixed sample based on STR,CN,201811633858,A ,2018-12-29 00:00:00,2018.0,201811633858,PI
Methods for treating refractory infections in neutropenic individuals,US,34016306,A ,2006-01-25 00:00:00,2006.0,11340163,PI
Novel cupping device for Chinese internal medicine,CN,201921714403,U ,2019-10-14 00:00:00,2019.0,201921714403,UM
Cell lines that express hetero oligomeric taste receptors,US,27082408,A ,2008-11-13 00:00:00,2008.0,12270824,PI
"Pyridazinones, method of making, and method of use thereof",US,200913128726,A ,2009-11-12 00:00:00,2009.0,13128726,PI
Double-handle automatic linear anastomat with safety mechanism,CN,201820818458,U ,2018-05-28 00:00:00,2018.0,201820818458,UM
Method for separating and detecting Salmonella based on integrated nanochannel electrode,CN,201910595799,A ,2019-07-03 00:00:00,2019.0,201910595799,PI
Novel fat-soluble binuclear Cu (II) anticancer complex,CN,201210323085,A ,2012-09-05 00:00:00,2012.0,2012103230858,PI
"Reagent card structure, card hooking mechanism and fluorescence immunoassay analyzer",CN,202011504615,A ,2020-12-18 00:00:00,2020.0,202011504615,PI
Multi-ring air bag tracheal catheter,CN,202120713625,U ,2021-04-08 00:00:00,2021.0,202120713625,UM
Aspirator with controllable flushing speed,CN,202022263888,U ,2020-10-13 00:00:00,2020.0,202022263888,UM
Chinese medicine preparation for curing gastrointestinal disease,CN,200710114847,A ,2007-12-04 00:00:00,2007.0,A2007101148472,PI
Ultrasonic probe disinfection device for public health management,CN,202120223685,U ,2021-01-27 00:00:00,2021.0,202120223685,UM
Blood drawing and collecting combined device,CN,201920342317,U ,2019-03-19 00:00:00,2019.0,201920342317,UM
Orthodontic treatment simulation method and device and terminal equipment,CN,201810165138,A ,2018-02-28 00:00:00,2018.0,201810165138,PI
Gas and water dual-negative pressure drainage tube,CN,201220254548,U ,2012-05-31 00:00:00,2012.0,2012202545485,UM
"Amblyopia training method and device, equipment and storage medium",CN,202011019488,A ,2020-09-24 00:00:00,2020.0,202011019488,PI
In-vitro three-dimensional culture method for palatal organ,CN,201310657627,A ,2013-12-09 00:00:00,2013.0,201310657627X,PI
"Medical image hospital guide and examination guide system, method and equipment based on artificial intelligence",CN,202110121696,A ,2021-01-28 00:00:00,2021.0,202110121696,PI
Rice blast resistance gene Pi9 gene specificity molecular marker Pi9SNP as well as preparation and application thereof,CN,201310290093,A ,2013-07-10 00:00:00,2013.0,2013102900931,PI
Method for inducing transdifferentiation of somatic cells into neural stem cells and application thereof,CN,201410075246,A ,2014-03-03 00:00:00,2014.0,2014100752465,PI
