doi,source_id,title_paper,title_patent,y_pred
10.1016/j.ecoenv.2022.113668,25076.0,A two-step strategy for simultaneous dual-mode detection of methyl-paraoxon and Ni (Ⅱ),Detection method for peak singular point of physiologic electric signal,1
10.1128/jvi.66.7.4325-4330.1992,20250.0,Phosphorylation regulates RNA binding by the human T-cell leukemia virus Rex protein,DETERMINING NUCLEIC ACID SEQUENCES IN A BIOLOGICAL SAMPLE,1
10.1016/j.ebiom.2021.103218,21100369815.0,Profiling of conditionally reprogrammed cell lines for in vitro chemotherapy response prediction of pancreatic cancer,Novel Biomarkers for Liver Cancer Based on Liver Cancer Stem Cell Characteristics and Uses thereof,1
10.13345/j.cjb.140302,16144.0,Start-up of a full-scale system for short-cut nitrification and Anammox in treatment of pharmaceutical wastewater,Nitrification microbial fuel cell,1
10.1155/2013/397680,21100228110.0,Use of Fourier-domain optical coherence tomography to evaluate anterior stromal opacities in donor corneas,QUANTIFICATION OF LOCAL CIRCULATION WITH OCT ANGIOGRAPHY,1
10.1016/S0960-894X(00)00670-3,25788.0,The 5-HT<inf>3</inf> antagonist tropisetron (ICS 205-930) is a potent and selective α7 nicotinic receptor partial agonist,QUINUCLIDINE COMPOUNDS AS ALPHA-7NICOTINIC ACETYLCHOLINE RECEPTOR LIGANDS,1
10.3390/s16111906,130124.0,Effects of non-elevation-focalized linear array transducer on ultrasound plane-wave imaging,Ultrasound capsule endoscope,1
10.1038/onc.2008.71,12523.0,EGFR somatic doublets in lung cancer are frequent and generally arise from a pair of driver mutations uncommonly seen as singlet mutations: One-third of doublets occur at five pairs of amino acids,High frequency of neurexin 1β signal peptide structural variants in patients with autism,1
10.1016/j.bmcl.2013.03.060,25788.0,Discovery of novel orally bioavailable GPR40 agonists,Synthesis of novel silverweed cinquefoil root amide derivative and application of novel silverweed cinquefoil acid amide derivative in antitumor drugs,1
10.1097/MD.0000000000014390,18387.0,The comparison of cognitive function and risk of dementia in CKD patients under peritoneal dialysis and hemodialysis: A PRISMA-compliant systematic review and meta-analysis,Cognitive evaluation method and device,1
10.1007/s13139-017-0481-x,19600166315.0,Longitudinal Decline of Striatal Subregional [<sup>18</sup>F]FP-CIT Uptake in Parkinson’s Disease,PET PET-BASED METHOD AND PROGRAM FOR ANALYSING DISEASE DERIVED BY PARKINSON'S DISEASE,1
10.1007/s00062-014-0302-x,21100829261.0,Determination of the Middle Cerebral Artery Occlusion Length in Acute Stroke: Contribution of 4D CT Angiography and Importance for Thrombolytic Efficacy Prediction,"Method for determining a characteristic blood value, computed tomography device, computer program and electronically readable storage medium",1
10.1007/s00280-012-1956-1,29097.0,A phase II study of docetaxel and oxaliplatin combination in recurrent gastric cancer patients after fluoropyrimidine and/or cisplatin adjuvant treatment: A korean cancer study group protocol st06-02,PACLITAXEL SENSITIVITY RELATED GENES IN GASTRIC CANCER CELL LINES AND USE THEREOF,1
10.1016/j.bmc.2005.11.006,25786.0,"Discovering novel chemical inhibitors of human cyclophilin A: Virtual screening, synthesis, and bioassay",Pentacyclic triterpenoid C-glycoside compounds as well as preparation method and application thereof,1
10.1021/jm3009103,23041.0,"The discovery of N -[5-(4-bromophenyl)-6-[2-[(5-bromo-2-pyrimidinyl)oxy] ethoxy]-4-pyrimidinyl]- N ′-propylsulfamide (macitentan), an orally active, potent dual endothelin receptor antagonist",NOVEL BENZAZEPINES AND RELATED HETEROCYCLIC DERIVATIVES WHICH ARE USEFUL AS OREXIN RECEPTOR ANTAGONISTS,1
10.3109/03091902.2014.1001529,15952.0,Design and assessment of novel artificial anal sphincter with adaptive transcutaneous energy transfer system,Bidirectional solid fermentation method of ginseng-radix astragali-lucid ganoderma medical mycoplasm,1
10.1152/ajprenal.00429.2016,9500153964.0,Extracellular vesicles in diagnosis and therapy of kidney diseases,Application of KIF5B gene as target spot in inhibition of replication of the foot-and-mouth disease virus,1
10.1093/infdis/jiaa256,22440.0,High risk of clinical relapse in patients with chronic Hepatitis B virus infection after cessation of prophylactic antiviral therapy for rituximab-containing chemotherapy,Recombinant plasmid and method for expressing hepatitis b viral antigens and virions in vivo,1
10.1016/j.chroma.2019.01.029,130000.0,Comprehensive screening and identification of natural inducible nitric oxide synthase inhibitors from Radix Ophiopogonis by off-line multi-hyphenated analyses,Composition containing eucommia ulmoides and teasel roots and application of composition for treating osteoporosis,1
10.1016/j.colsurfb.2014.05.032,26590.0,Intercellular pH-responsive histidine modified dextran-g-cholesterol micelle for anticancer drug delivery,Tumor vaccine based on injectable hydrogel as well as preparation method and application of tumor vaccine,1
10.1016/j.trsl.2007.11.004,4700152753.0,Interleukin-6-572C&gt;G polymorphism-association with inflammatory variables in Korean men with coronary artery disease,A METHOD AND KIT FOR ASSESSING RISK OF OBESITY USING GENETIC RISK SCORE AND OXIDATIVE STRESS SCORE,1
10.1038/sj.pcan.4500933,13065.0,Global analysis of differentially expressed genes in androgen-independent prostate cancer,Detection method of single nucleotide polymorphism sites of hypertension susceptibility gene and kit thereof,1
10.1016/S1470-2045(11)70385-0,12354.0,"Efficacy and safety of erlotinib versus chemotherapy in second-line treatment of patients with advanced, non-small-cell lung cancer with poor prognosis (TITAN): A randomised multicentre, open-label, phase 3 study",PREDICTIVE MARKERS FOR EGFR INHIBITORS TREATMENT,1
10.1136/gutjnl-2011-301798,28366.0,Very low-density lipoprotein/lipo-viro particles reverse lipoprotein lipase-mediated inhibition of hepatitis C virus infection via apolipoprotein C-III,COMPOSITION OF PI3K INHIBITOR AND USE THEREOF,1
10.1136/hrt.2003.020024,23217.0,Combined membrane covered and uncovered stents for coronary arteriovenous fistula associated with atherosclerotic plaque in a patient with acute myocardial infarction,GENE-RELEASING STENT USING TITANIUM-OXIDE COATED THIN FILM AND METHOD FOR MANUFACTURING THEREOF,1
10.1007/978-3-319-12136-910,21100216306.0,Nanomedicine—nanoparticles in cancer imaging and therapy,EGFL7 TARGETING AND/OR BINDING POLYPEPTIDES AND METHODS FOR INHIBITING ANGIOGENESIS,1
10.1074/jbc.M113.456012,17592.0,Intrinsically disordered enamel matrix protein ameloblastin forms ribbon-like supramolecular structures via an N-terminal segment encoded by exon 5,Nucleic acids encoding enamel matrix related polypeptides,1
10.1148/radiology.215.3.r00jn19904,17864.0,Autocorrection in MR imaging: Adaptive motion correction without navigator echoes,SUPER-RESOLUTION MICROVESSEL IMAGING USING SEPARATED SUBSETS OF ULTRASOUND DATA,1
10.21037/tau.2017.03.55,21100314711.0,"Guidelines of guidelines: A review of urethral stricture evaluation, management, and follow-up",Vibratory Expulsive Therapy For Urinary Stones,1
10.1016/j.immuni.2018.09.024,20798.0,Successful Anti-PD-1 Cancer Immunotherapy Requires T Cell-Dendritic Cell Crosstalk Involving the Cytokines IFN-γ and IL-12,Tumor cells modified to express B7-2 with increased immunogenicity and uses therefor,1
10.1016/j.bbrc.2003.07.011,16845.0,Enhancement of mouse pancreatic regeneration and HIT-T15 cell proliferation with rat pancreatic extract,Composition for the prevention and treatment of diabetic complications containing the extracts or fractions of Spenceria ramalana as active ingredient,1
10.1038/mtna.2013.28,21100218543.0,Beaming and droplet digital pcr analysis of mutant idh1 mrna in glioma patient serum and cerebrospinal fluid extracellular vesicles,TRANSFER AND EXPRESSION OF GENE SEQUENCES INTO CENTRAL NERVOUS SYSTEM CELLS USING HERPES SIMPLEX VIRUS MUTANTS WITH DELETIONS IN GENES FOR VIRAL REPLICATION,1
10.1007/s00402-011-1357-7,15221.0,rhBMP-2 not alendronate combined with HA-TCP biomaterial and distraction osteogenesis enhance bone formation.,Cut bone closing device,1
10.1016/j.ultsonch.2016.12.001,13517.0,Superhydrophobic silica nanoparticles as ultrasound contrast agents,Ultrasonic device for transversely manipulating drug delivery carriers and method using the same,1
10.1007/s10753-018-0860-1,14688.0,Protective Effects of a Rho Kinase Inhibitor on Paraquat-Induced Acute Lung Injuries in Rats,Purpose of traditional Chinese medicinal preparation to preparation of medicament for prevention and / or treatment of Crohn's disease,1
10.1097/MD.0000000000003651,18387.0,Wernicke encephalopathy in a patient with liver failure: Clinical case report,Fracture of skull base cerebrospinal fluid leakage patient's position pillow,1
10.1016/j.jconrel.2016.10.031,23010.0,Transporter occluded-state conformation-induced endocytosis: Amino acid transporter ATB°+-mediated tumor targeting of liposomes for docetaxel delivery for hepatocarcinoma therapy,Weakly acidic derivative of an insoluble medicine and liposome preparation thereof,1
10.1155/2019/8676490,21100218520.0,The Mechanism of Acupuncture in Treating Essential Hypertension: A Narrative Review,New application of kappa-opioid receptor agonist,1
10.1016/j.vaccine.2018.03.005,21376.0,Characterization of capsid protein (p495) of hepatitis E virus expressed in Escherichia coli and assembling into particles in vitro,MUTANT OF L1 PROTEIN OF HUMAN PAPILLOMAVIRUS TYPE 51,1
10.1210/endo.139.4.5915,26061.0,Murine bone marrow stromally derived BMS2 adipocytes support differentiation and function of osteoclast-like cells in vitro,USE OF INTERSTITIAL CELLS DERIVED FROM ADIPOSE TISSUE FOR CARTILAGE CELL DIFFERENTIATION AND CARTILAGE REPAIR,1
10.1534/g3.118.300448,21100232417.0,Generation and phenotype identification of PAX4 gene knockout rabbit by CRISPR/Cas9 system,Long-chain non-coding RNA T5120 derived from arabidopsis thaliana and use thereof,1
10.1006/bbrc.1998.8933,16845.0,Ion pairs involved in maintaining a thermostable structure of glutamate dehydrogenase from a hyperthermophilic archaeon,PRODUCTION OF L-GLUTAMIC ACID BY FERMENTATION,1
10.2478/s11658-013-0093-0,13902.0,Smad1 stabilization and delocalization in response to the blockade of BMP activity,Construction method and application of tumor specific adenovirus vector carrying p21ras single-chain antibody gene,1
10.1086/528801,22440.0,Exceptionally potent cross-reactive neutralization of Nipah and Hendra viruses by a human monoclonal antibody,"Gene chip, nucleotide sequence and kit for detecting virus of potato family plant",1
10.1097/ICB.0000000000000117,19900193810.0,Assessing photoreceptor structure after macular hole closure,DIRECTIONAL OPTICAL COHERENCE TOMOGRAPHY SYSTEMS AND METHODS,1
10.1128/iai.63.4.1195-1200.1995,22343.0,Adjuvanticity and protective immunity elicited by Bordetella pertussis antigens encapsulated in poly(DL-lactide-co-glycolide) microspheres,Composition for delivering bioactive agents for immune response and its preparation,1
10.1007/s00432-010-0936-2,29930.0,Clinical significance of EphA2 expression in squamous-cell carcinoma of the head and neck,Early bladder cancer serum miRNAs specific expression profile and diagnostic model,1
10.1186/s43014-021-00070-0,21101075728.0,The antioxidant methyl gallate inhibits fungal growth and deoxynivalenol production in Fusarium graminearum,METHOD FOR EXTRACTING OLEAGINOUS SUBSTANCE FROM GANODERMA LUCIDUM SPORE,1
10.1385/ABAB:105:1-3:165,110291.0,Effects of temperature and moisture on dilute-acid steam explosion pretreatment of corn stover and cellulase enzyme digestibility,"Method for preparing 3,6-Anhydro-l-galactose and use of the 3,6-Anhydro-l-galactose",1
10.3969/j.issn.1674-8115.2011.12.017,19700174910.0,Value of EBUS-TBNA cytopathological detection in diagnosis of lung cancer and sarcoidosis,CT value measuring die body,1
10.1016/S0040-4020(01)81641-0,26512.0,The synthesis of (-)-anamarine,"USE OF O-.BETA.-D-GALACTOPYRANOSYL-D-XYLOSES FOR THE PREPARATION OF COMPOSITIONS AND SOLUTIONS FOR THE EVALUATION OF INTESTINAL LACTASE,AND PRODUCTION PROCESS",1
10.1248/cpb.40.371,22769.0,"Studies on Antiulcer Drugs: II: Synthesis and Antiulcer Activities of Imidazo[l,2-a]pyridinyl-2-alkylaminobenzoxazoles and 5,6,7,8-Tetrahydroimidazon,2-alpyridinyl Derivatives",7-Substituted cephem compounds and pharmaceutical antibacterial compositions containing them,1
10.1021/acs.molpharmaceut.7b01113,130126.0,Melanoma Imaging Using <sup>18</sup> F-Labeled α-Melanocyte-Stimulating Hormone Derivatives with Positron Emission Tomography,RADIOLABELED COMPOUNDS TARGETING THE PROSTATE-SPECIFIC MEMBRANE ANTIGEN,1
10.1007/978-1-60761-738-9_14,12196.0,The basic-helix-loop-helix-leucine zipper gene mitf: Analysis of alternative promoter choice and splicing,Long-chain non-coding RNA and application thereof,1
10.1021/jm070685e,23041.0,2-(2′-((Dimethylamino)methyl)-4′-(fluoroalkoxy)-phenylthio) benzenamine derivatives as serotonin transporter imaging agents,Deuterium substituted positron emission tomography (PET) imaging agents and their pharmacological application,1
10.1021/bi00007a023,16867.0,Stringent and Relaxed Specificities of TaqI Endonuclease: Interactions with Metal Cofactors and DNA Sequences,DETECTION OF DNA METHYLATION USING COMBINED NUCLEASE LIGATION REACTIONS,1
10.11669/cpj.2017.24.015,22934.0,Pharmacoeconomic Evaluation of Irbesartan and Bisoprolol Using Markov Model for Hypertension with Heart Failure,Traditional Chinese medicine used for treating renal failure and preparation method thereof,1
10.1016/j.ijpara.2012.05.004,22379.0,"Ubiquitous Hepatocystis infections, but no evidence of Plasmodium falciparum-like malaria parasites in wild greater spot-nosed monkeys (Cercopithecus nictitans)","Isolation and characterization of a novel chimpanzee lentivirus, designated simian immunodeficiency virus isolate cpz-ant",1
10.1021/acsabm.8b00379,21100912215.0,Different Stability of DNA Origami Nanostructure between on Interface and in Bulk Solution,Preparation of electrochemical immunosensor based on dendritic platinum-copper alloy nanoparticles,1
10.2217/17435889.3.3.293,6100152802.0,Detection of HIV-1 p24 Gag in plasma by a nanoparticle-based bio-barcode-amplification method,Compositions for and detection of human papillomavirus by specific oligonucleotide polymerase primers using the polymerase chain reaction,1
10.1016/j.biocel.2005.02.028,17542.0,"Characterization of human LNX, a novel ligand of Numb protein X that is downregulated in human gliomas",A NOVEL POLYPEPTIDE - HUMAN RIBOSOMAL S11 PROTEIN 12 AND A POLYNUCLEOTIDE SEQUENCE ENCODING THE SAME,1
10.1016/j.anl.2010.11.006,13641.0,Proposed diagnostic standard using visual analogue scale and acoustic rhinometry in nasal provocation test in allergic patients,Cold dry air provocation test for the diagnosis of nonspecific rhinitis,1
10.1039/c3py01781h,19700182678.0,Thiourea modified polyethylenimine for efficient gene delivery mediated by the combination of electrostatic interactions and hydrogen bonds,Hyaluronic acid-adriamycin bonding medicine and preparation method thereof,1
10.1097/MD.0000000000016301,18387.0,The effectiveness and safety of acupuncture for knee osteoarthritis: An overview of systematic reviews,Medicine fumigation treatment device for department of rheumatism and immunology,1
10.1016/S0198-8859(99)00134-2,20795.0,HLA class II haplotype associations with inflammatory bowel disease in Jewish (Ashkenazi) and non-Jewish caucasian populations,Methods of using genetic variants for the diagnosis and treatment of inflammatory bowel disease,1
10.3760/cma.j.issn.1005-1201.2017.04.004,17982.0,The diagnostic value of dual source coronary CT angiography combined with dynamic CT myocardial perfusion imaging in coronary artery disease,Medium-sized imaging scanning bed for animal medicine,1
10.1002/bit.22920,15477.0,Perfusion of 3D encapsulated hepatocytes-A synergistic effect enhancing long-term functionality in bioreactors,Cell culture microcarriers,1
10.1016/j.urolonc.2019.09.002,13205.0,Combined clinical characteristics and multiparametric MRI parameters for prediction of cribriform morphology in intermediate-risk prostate cancer patients,Risk predicting device of Xp11.2 translocation renal carcinoma,1
10.1007/s005950200007,19194.0,Analysis of experimental liver metastasis from tumors inoculated in the mouse stomach cavity,HUMAN ESOPHAGEAL CARCINOMA ANTIGENIC PEPTIDE AND METHOD FOR DIAGNOSING ESOPHAGEAL CARCINOMA,1
10.1158/0008-5472.CAN-13-2117,29183.0,Suppression of MicroRNA-9 by Mutant EGFR signaling upregulates FOXP1 to enhance glioblastoma tumorigenicity,"METHOD OF PREDICTING CHEMOTHERAPY EFFECTIVENESS IN COLON ADENOCARCINOMA PATIENTS, USING MIR-21",1
10.1002/cncr.27826,28785.0,Whole-genome microRNA expression profiling identifies a 5-microRNA signature as a prognostic biomarker in Chinese patients with primary glioblastoma multiforme,Probe capable of performing semiquantitative detection on micro ribonucleic acid (microRNA) directly,1
10.1016/j.jprot.2016.07.023,11700154304.0,Combined proteomics and transcriptomics identifies sting-related toxins of jellyfish Cyanea nozakii,Application of fucoxanthin to repairing of kidney injury caused by cadmium poisoning,1
10.3390/w14203195,21100255400.0,N<inf>2</inf>O Emission from Partial Nitrification and Full Nitrification in Domestic Wastewater Treatment Process,Method and device realizing heterotrophic coupling anaerobic ammonia oxidation advanced nitrogen removal in AOA-SBBR,1
10.1128/aac.01093-22,19615.0,Nosocomial Pluralibacter gergoviae Isolates Expressing NDM and KPC Carbapenemases Characterized Using Whole-Genome Sequencing,THERAPEUTIC MICROBIOTA FOR THE TREATMENT AND/OR PREVENTION OF FOOD ALLERGY,1
10.1016/S0014-5793(02)03399-9,17481.0,"Characterization of a novel human UDP-GalNAc transferase, pp-GalNAc-T10",Chondroitin synthase and nucleic acid encoding the enzyme,1
10.1186/s13063-020-04758-5,4700151726.0,"Comparison of endoscopic ultrasound-guided hepaticogastrostomy and the antegrade technique in the management of unresectable malignant biliary obstruction: Study protocol for a prospective, multicentre, randomised controlled trial","Medical ultrasonic wave esophagoscope mirror tube , medical ultrasonic wave esophagoscope",1
10.1093/glycob/cws081,17511.0,"Biochemical characterization of WbdN, a β1,3-glucosyltransferase involved in O-antigen synthesis in enterohemorrhagic Escherichia coli O157",Petroleum degrading bacterium capable of degrading heavy crude oil as well as separation method and application of petroleum degrading bacterium,1
10.1016/j.ijbiomac.2013.07.005,17544.0,Inhibitory effect of sulfated lentinan and lentinan against tobacco mosaic virus (TMV) in tobacco seedlings,Anti-schistosoma japonicum Sj14-3-3 protein monoclonal antibody and application thereof in immune diagnosis,1
10.1110/ps.ps.12401,14280.0,Effects of charged amino-acid mutation on the solution structure of cytochrome b<inf>5</inf> and binding between cytochrome b<inf>5</inf> and cytochrome c,A NOVEL POLYPEPTIDE - RCC1 PROTEIN 10 AND THE POLYNUCLEOTIDE ENCODING SAID POLYPEPTIDE,1
10.1111/jgh.14569,25296.0,Extracorporeal shock wave lithotripsy is safe and effective for geriatric patients with chronic pancreatitis,Islet organ with immune tolerance function as well as preparation method and application thereof,1
10.1016/j.ijpharm.2003.09.033,22454.0,Transport of proteins and peptides across human cultured alveolar A549 cell monolayer,Targeting thermosensitive liposome,1
10.1016/j.bbrc.2011.03.093,16845.0,CXC chemokine receptor 1 enhances the ability of human umbilical cord blood-derived mesenchymal stem cells to migrate toward gliomas,Mesenchymal stem cell derived from umbilical cord blood expressing tenascin-C and use thereof,1
10.1110/ps.041129605,14280.0,Self-cleavage of fusion protein in vivo using TEV protease to yield native protein,ANTIBODIES TO INTERLEUKIN-1β AND USES THEREOF,1
10.3390/molecules25030528,26370.0,Microbial transformation of prenylquercetins by mucor hiemalis,Compositions and functional food for prevention or treatment of diabetic complications comprising using extract of Hedera rhombea,1
10.1158/2159-8290.CD-20-1098,21100212318.0,Pthrp drives pancreatic cancer growth and metastasis and reveals a new therapeutic vulnerability,PANCREATIC CANCER DIAGNOSIS AND THERAPIES,1
10.1016/j.jns.2016.10.025,16820.0,Minocycline is effective in intracerebral hemorrhage by inhibition of apoptosis and autophagy,Medicine for treating intestinal cancer laparoscopic postoperative fatigue syndrome and preparation method thereof,1
10.1089/ten.tea.2011.0359,11400153316.0,Fibrin glue with autogenic bone marrow mesenchymal stem cells for urethral injury repair in rabbit model,"COMPOSITE MATERIAL OF SYNTHETIC POLYMER AND NATURAL EXTRACELLULAR MATRIX, ARTIFICIAL BLOOD VESSEL, AND PREPARATION METHOD THEREOF",1
10.1136/bmjopen-2020-047768,19800188003.0,Association of antibiotics use in preschool age with atopic and allergic skin diseases in young adulthood: A population-based retrospective cohort study,Health product for improving immunity,1
10.1080/15257779908041486,40378.0,"Studies designed to increase the stability and antiviral activity (HCMV) of the active benzimidazole nucleoside, TCRB","Pyrrolo[2,3-d] pyrimidines as antiviral agents",1
10.1016/0006-291X(90)90802-T,16845.0,"Translation of hepatitis B virus DNA polymerase from the internal AUG codon, not from the upstream AUG codon for the core protein",HEPATITIS B VIRUS SUPPRESSING AGENT,1
10.1093/neuonc/nou212,12499.0,Immunotherapy advances for glioblastoma,Methods for stimulating T cell responses to tumor cells expressing LFA-3 and a CD28 or CTLA4 ligand,1
10.1002/elps.202000134,23524.0,Inertial microfluidics: Recent advances,Integrated circulating tumor cell sorting chip,1
10.1016/j.bmcl.2022.128582,25788.0,"Discovery of 4-(phenoxymethyl)-1H-1,2,3-triazole derivatives as novel xanthine oxidase inhibitors",Application of paliurus ramosissimus (Lour.) poir or extract thereof to preparation of drug for treating burns and scalds,1
10.1089/ten.tea.2015.0284,11400153316.0,Repair of Avascular Meniscus Tears with Electrospun Collagen Scaffolds Seeded with Human Cells,ARTICLES COMPRISING NANO-MATERIALS FOR GEOMETRY-GUIDED STEM CELL DIFFERENTIATION AND ENHANCED BONE GROWTH,1
10.5483/bmbrep.2007.40.3.358,17583.0,A novel mannose-binding tuber lectin from Typhonium divaricatum (L.) Decne (family Araceae) with antiviral activity against HSV-II and anti-proliferative effect on human cancer cell lines,NOVEL ANTIVIRAL ACYCLIC NUCLEOSIDE PHOSPHONATES,1
10.1111/j.1751-1097.1997.tb01889.x,27010.0,The Mechanism of Photofrin® Photobleaching and Its Consequences for Photodynamic Dosimetry,FEEDBACK-CONTROLLED METHOD FOR DELIVERING PHOTODYNAMIC THERAPY AND RELATED INSTRUMENTATION,1
10.1089/aid.1992.8.1395,21771.0,Synergy between human monoclonal antibodies to HIV extends their effective biologic activity against homologous and divergent strains,Heterohybridomas producing human monoclonal antibodies to HIV-1,1
10.1016/j.aca.2010.03.009,23911.0,Multiplex immunodetection of tumor markers with a suspension array built upon core-shell structured functional fluorescence-encoded microspheres,"Monoclonal antibody against human Legumain protein, hybridoma cell strain and application thereof",1
10.3390/ijms222212533,25879.0,Bip heterozigosity aggravates pathological deterioration in experimental amyotrophic lateral sclerosis,USE OF CANNABINOIDS IN THE TREATMENT OF A NEURODEGENERATIVE DISEASE OR DISORDER,1
10.1136/bmjopen-2020-047768,19800188003.0,Association of antibiotics use in preschool age with atopic and allergic skin diseases in young adulthood: A population-based retrospective cohort study,"Inula wissmannian extracts, preparation for same, and application of extracts in preparation of anti-inflammatory medicine",1
10.1007/s00253-013-5444-2,14957.0,"L-Amino acid oxidases from microbial sources: Types, properties, functions, and applications",Lactobacillus rhamnosus strain and application thereof,1
10.3969/j.issn.1003-0034.2019.03.008,14500154707.0,Comparison of sagittal plane morphology of spine and pelvis in adolescents with L₅S₁ developmental spondylolisthesis and isthmic spondylolisthesis,Electronic wheelchair of type of retrenching,1
10.1177/0963689717741139,18477.0,Effect of Cinnamomum osmophloeum Kanehira Leaf Aqueous Extract on Dermal Papilla Cell Proliferation and Hair Growth,"Isolated adipose-derived mesenchymal stem cells treated with angelica extract or butylidenephthalide, and wherein the cells have an increased mitochondrial membrane potential and a decreased level of IL-8, and methods for treating parkinson's disease",1
10.1016/j.stemcr.2019.04.010,21100248838.0,Involvement of p38 in Age-Related Decline in Adult Neurogenesis via Modulation of Wnt Signaling,METHOD FOR PRODUCING NEURAL STEM CELLS,1
10.1136/ejhpharm-2018-001720,21100223537.0,Vancomycin pharmacokinetics in critically ill neonates receiving extracorporeal membrane oxygenation,SCREEN PROGRAM OF DRUGS PRESCRIPTION FOR A CHILD AND A NEONATE,1
10.1259/imaging/77871954,16736.0,Developments in CT,Method for imaging in the computer tomography of a periodically moved object to be examined and CT device for carrying out the method,1
10.1016/j.bios.2018.09.028,15437.0,A versatile label-free electrochemical biosensor for circulating tumor DNA based on dual enzyme assisted multiple amplification strategy,Broad-spectrum anti-tumor double-plasmid reproducible DNA vaccine,1
10.1002/sctm.12206,21100225608.0,"Erratum to: Allogeneic Bone Marrow-Derived Mesenchymal Stromal Cells Expanded In Vitro for Treatment of Aplastic Anemia: A Multicenter Phase II Trial: Mesenchymal Stromal Cells for Aplastic Anemia (STEM CELLS Translational Medicine, (2017), 6, 7, (1569-1575), 10.1002/sctm.16-0227)","Stem-cell biological preparation, and preparation method and application thereof",1
10.1016/j.dci.2019.103421,20775.0,"SpBcl2 promotes WSSV infection by suppressing apoptotic activity of hemocytes in mud crab, Scylla paramamosain",Attenuated live vaccine aiming at fish septicemia pathogen aeromonas veronii and applications thereof,1
10.2220/biomedres.38.29,52581.0,Metabolic profiling of gemcitabine-and paclitaxel-treated immortalized human pancreatic cell lines with k-rasg12d,METHOD FOR DETERMINING PRESENCE OR ABSENCE OF RISK OF DEVELOPING CANCER,1
10.1200/JCO.20.03237,29949.0,Chemotherapy in Combination with Radiotherapy for Definitive-Intent Treatment of Stage II-IVA Nasopharyngeal Carcinoma: CSCO and ASCO Guideline,Group of markers for predicting metastasis risk of nasopharyngeal carcinoma and application thereof,1
10.3389/fbioe.2022.930722,21100835954.0,ACLD patients exhibit additional knee kinematic asymmetries at the speed level of healthy subjects,Exoskeleton with three degree of freedom for auxiliary ankle joint exercises,1
10.1016/S2095-3119(20)63177-X,21100203903.0,PGC-1α differentially regulates the mRNA expression profiles of genes related to myofiber type specificity in chicken,Application of blood plasma miRNA (micro ribonucleic acid) biomarker,1
10.5935/0305-7518.20010052,22474.0,A method for rapid detection of rifampicin-resistant isolates of Mycobacterium leprae,"Rapid detection of isoniazid resistance in mycobacterium tuberculosis probes for selecting nucleic acid encoding isoniazid resistance, and methods and kits",1
10.1053/j.seminoncol.2014.08.007,13120.0,Novel tumor antigen-specific monoclonal antibody-based immunotherapy to eradicate both differentiated cancer cells and cancer-initiating cells in solid tumors,Fully human antibodies to high molecular weight-melanoma associated antigen and uses thereof,1
10.3389/fendo.2022.792439,21100229210.0,MiR-200c-3p Regulates DUSP1/MAPK Pathway in the Nonalcoholic Fatty Liver After Laparoscopic Sleeve Gastrectomy,sgRNA for preparing skeletal dysplasia swine model and application thereof,1
10.1097/00006454-199802000-00012,15739.0,Prevalence and manifestations of hepatitis C seropositivity in children in an endemic area,The use of let-7g for anti-hepatitis c virus,1
10.1097/MAT.0b013e31826feeca,26471.0,Evaluation of a ventricular assist device system: Stability in a proton beam therapy,CONDUIT DEVICE FOR USE WITH A VENTRICULAR ASSIST DEVICE,1
10.1039/b716420c,23909.0,Integrating sensitive quantification of hepatic metabolic functions by capillary electrophoresis with laser-induced fluorescence detection,Traditional Chinese medicine composition for treating liver-fire invading stomach type postoperative bleeding of stomach cancer,1
10.1093/clinchem/30.5.665,26786.0,"A ""sandwich"" solid-phase enzyme immunoassay for lutropin in urine.",Anti-HIV-1 activity of betulinol derivatives,1
10.1007/s10620-013-2596-y,28300.0,Cholecystectomy and clinical presentations of gastroparesis,Treatment of irritable bowel syndrome and related bowel disease,1
10.1007/s002160100840,23913.0,Identification of a new gene product of PKI<inf>β</inf> by HPLC-ESIMS,"A NOVEL POLYPEPTIDE, A HUMAN NUCLEOPROTEIN 10.45 AND THE POLYNUCLEOTIDE ENCODING THE POLYPEPTIDE",1
10.1159/000495897,18486.0,Type i interferons: Distinct biological activities and current applications for viral infection,"Porcine kobuvirus quick detection method combining reverse transcription-recombinase polymerase amplification (RT-RPA) and lateral flow chromatographic technology, and porcine kobuvirus detection kit",1
10.1023/A:1023377627138,21745.0,Molecular cloning and characterization of a novel human hydroxysteroid dehydrogenase-like 2 (HSDL2) cDNA from fetal brain,"A NOVEL POLYPEPTIDE, A HUMAN DNA MISMATCH REPAIR PROTEIN 9.4 AND THE POLYNUCLEOTIDE ENCODING THE POLYPEPTIDE",1
10.1084/jem.20090365,21272.0,The first T cell response to transmitted/founder virus contributes to the control of acute viremia in HIV-1 infection,HUMAN IMMUNODEFICIENCY VIRUS VACCINE,1
10.1248/cpb.59.618,22769.0,Application of Ulex europaeus agglutinin I-modified liposomes for oral vaccine: Ex vivo bioadhesion and in Vivo immunity,Pharmaceutical composition containing IL-15 cationic liposome compound and celecoxib liposome as well as preparation method and application of pharmaceutical composition,1
10.1016/j.jphs.2019.03.010,23085.0,Fibroblast growth factor 21 enhances angiogenesis and wound healing of human brain microvascular endothelial cells by activating PPARγ,Extracting method of clinacanthus nutans anti-cancer active part and application thereof,1
